ONT_only_chromosome,ONT_only_start,ONT_only_end,ONT_only_strand,ONT_only_gene_id,ONT_only_transcript_id,ONT_only_gene_name,ONT_only_transcript_type,ONT_only_v43_tx_len,ONT_only_v43_exon_count,ONT_only_v43_cds_len,ONT_only_FPKM,ONT_only_testis_1,ONT_only_testis_2,ONT_only_brain,ONT_only_Tx_FPKM,ONT_only_Gene_FPKM,ONT_only_Tx%,ONT_only_Tx_count,ONT_only_Rank,ONT_only_Ref_Tx,ONT_only_MANE_tx,ONT_only_MANE_match,ONT_only_V8_gene_id,ONT_only_V8_transcript_id,ONT_only_V8_gene_id_by_V8Tx
2,15459578,15561319,-,ENSG00000151779,ENST00000700068,NBAS,retained_intron,3977,4,,,0,0,1.505953,0.501984333,9.676113,5.187871755,20,3,0,ENST00000281513,0,ENSG00000151779,,
13,23353960,23375509,-,ENSG00000151835,ENST00000683154,SACS,retained_intron,2782,4,,,0,0.333291,0,0.111097,0.610531667,18.19676293,23,2,0,ENST00000382292,0,ENSG00000151835,,
13,23362620,23369511,-,ENSG00000151835,ENST00000682354,SACS,retained_intron,3768,4,,,0.293898,0,0,0.097966,0.610531667,16.04601454,23,3,0,ENST00000382292,0,ENSG00000151835,,
10,116063911,116273608,-,ENSG00000151892,ENST00000682743,GFRA1,protein_coding,2562,4,1383,,0,2.1285,0,0.7095,1.270884667,55.82725314,12,1,1,ENST00000355422,0,ENSG00000151892,,
6,56670532,56954649,-,ENSG00000151914,ENST00000650917,DST,retained_intron,1286,2,,,0,0,1.969175,0.656391667,3.868104,16.96933864,41,4,0,ENST00000680361,0,ENSG00000151914,,
2,37084518,37099244,+,ENSG00000152133,ENST00000674370,GPATCH11,protein_coding,3839,4,792,,6.622294,8.149675,3.941457,6.237808667,6.589954667,94.65632136,3,1,1,ENST00000674370,1,ENSG00000152133,,
4,87654763,87664361,+,ENSG00000152592,ENST00000682781,DMP1,protein_coding_CDS_not_defined,2660,4,,,0.617464,0,0,0.205821333,0.205821333,100,7,1,0,ENST00000339673,0,ENSG00000152592,,
6,146027707,146437601,+,ENSG00000152822,ENST00000706836,GRM1,protein_coding,6881,3,2721,,0,0,3.043505,1.014501667,9.066306667,11.18980092,11,3,0,ENST00000282753,0,ENSG00000152822,,
3,146069436,146161495,-,ENSG00000152952,ENST00000703523,PLOD2,protein_coding,3997,5,2214,,4.330741,5.778393,0,3.369711333,6.044726667,55.74629788,31,1,1,ENST00000282903,0,ENSG00000152952,,
3,146069436,146161495,-,ENSG00000152952,ENST00000703522,PLOD2,protein_coding,4060,5,2277,,3.999921,4.025125,0,2.675015333,6.044726667,44.25370212,31,2,0,ENST00000282903,0,ENSG00000152952,,
5,64768930,64822667,+,ENSG00000153015,ENST00000688107,CWC27,protein_coding,2185,4,948,,0.748521,2.290653,0,1.013058,4.454496667,22.74236745,29,2,0,ENST00000381070,0,ENSG00000153015,,
5,64768930,64819083,+,ENSG00000153015,ENST00000692660,CWC27,protein_coding,4954,4,1047,,0.679915,0.767419,0,0.482444667,4.454496667,10.8305091,29,3,0,ENST00000381070,0,ENSG00000153015,,
5,64768930,64900499,+,ENSG00000153015,ENST00000692763,CWC27,protein_coding,7794,4,1065,,1.328129,0,0,0.442709667,4.454496667,9.938489122,29,4,0,ENST00000381070,0,ENSG00000153015,,
5,64768918,64850735,+,ENSG00000153015,ENST00000685023,CWC27,protein_coding,10941,4,1002,,0,0,1.025309,0.341769667,4.454496667,7.672464304,29,5,0,ENST00000381070,0,ENSG00000153015,,
5,64768930,64786179,+,ENSG00000153015,ENST00000693571,CWC27,retained_intron,1312,4,,,0.173445,0,0.775037,0.316160667,4.454496667,7.097562089,29,6,0,ENST00000381070,0,ENSG00000153015,,
5,64768930,64787738,+,ENSG00000153015,ENST00000688564,CWC27,protein_coding,1917,4,603,,0,0,0.268988,0.089662667,4.454496667,2.01285742,29,7,0,ENST00000381070,0,ENSG00000153015,,
5,96752052,96772810,+,ENSG00000153113,ENST00000675734,CAST,protein_coding_CDS_not_defined,1111,4,,,2.344725,0,0,0.781575,12.96064733,6.030370088,59,4,0,ENST00000675179,0,ENSG00000153113,,
2,108767728,108785801,+,ENSG00000153201,ENST00000697746,RANBP2,retained_intron,8316,4,,,0,5.878411,0,1.959470333,6.427497667,30.48574165,19,2,0,ENST00000283195,0,ENSG00000153201,,
2,108719482,108752608,+,ENSG00000153201,ENST00000697738,RANBP2,retained_intron,2727,4,,,0.631163,0,1.424626,0.685263,6.427497667,10.66142744,19,3,0,ENST00000283195,0,ENSG00000153201,,
2,108746409,108752605,+,ENSG00000153201,ENST00000697743,RANBP2,retained_intron,1926,4,,,0,0.837543,0,0.279181,6.427497667,4.343541056,19,4,0,ENST00000283195,0,ENSG00000153201,,
1,246839083,246931948,-,ENSG00000153207,ENST00000648844,AHCTF1,protein_coding,8887,7,6801,,3.926655,8.222643,4.513397,5.554231667,28.31589567,19.61524273,7,2,0,ENST00000648844,1,ENSG00000153207,,
2,112055269,112119273,+,ENSG00000153214,ENST00000650799,TMEM87B,protein_coding,5115,2,1668,,0.164513,0.592275,1.563519,0.773435667,2.480438667,31.18140662,7,2,0,ENST00000283206,0,ENSG00000153214,,
2,156325352,156332684,-,ENSG00000153234,ENST00000700231,NR4A2,protein_coding,2445,4,1722,,0,0,1.012208,0.337402667,10.48266633,3.218672196,15,3,0,ENST00000339562,0,ENSG00000153234,,
2,86784622,86807641,-,ENSG00000153563,ENST00000699437,CD8A,protein_coding_CDS_not_defined,1723,4,,,0,0,1.495417,0.498472333,0.626573667,79.55526379,8,1,0,ENST00000283635,0,ENSG00000153563,,
2,86784623,86789278,-,ENSG00000153563,ENST00000699438,CD8A,retained_intron,2098,4,,,0,0,0.199784,0.066594667,0.626573667,10.62838581,8,2,0,ENST00000283635,0,ENSG00000153563,,
2,86784610,86791304,-,ENSG00000153563,ENST00000699436,CD8A,retained_intron,2485,4,,,0,0.18452,0,0.061506667,0.626573667,9.816350405,8,3,0,ENST00000283635,0,ENSG00000153563,,
2,229767212,229880128,-,ENSG00000153827,ENST00000704581,TRIP12,protein_coding,6563,5,6192,,26.291634,26.329306,0,17.54031333,29.96339033,58.53914773,30,1,1,ENST00000675903,0,ENSG00000153827,,
2,229767212,229921988,-,ENSG00000153827,ENST00000704580,TRIP12,protein_coding,6566,5,6078,,12.00554,0,0,4.001846667,29.96339033,13.35578725,30,3,0,ENST00000675903,0,ENSG00000153827,,
19,33796862,33815761,+,ENSG00000153885,ENST00000683859,KCTD15,protein_coding,3909,4,852,,3.454266,2.490297,0,1.981521,1.981521,100,13,1,1,ENST00000683859,1,ENSG00000153885,,
17,57674972,57684689,+,ENSG00000153944,ENST00000674522,MSI2,protein_coding,5296,4,197,,0,0.510176,0,0.170058667,3.036036,5.601338939,32,2,0,ENST00000284073,0,ENSG00000153944,,
11,121024102,121090776,+,ENSG00000154114,ENST00000683345,TBCEL,protein_coding,5270,4,1275,,0,0,0.890953,0.296984333,8.475061333,3.504214561,10,2,0,ENST00000683345,1,ENSG00000154114,,
5,14868415,14870362,-,ENSG00000154122,ENST00000647541,ANKH,retained_intron,1948,2,,,0.500998,0,4.837389,1.779462333,12.888212,13.80689838,9,2,0,ENST00000284268,0,ENSG00000154122,,
5,16569329,16616997,-,ENSG00000154153,ENST00000683973,RETREG1,retained_intron,3120,4,,,0,0,1.44961,0.483203333,2.634521333,18.34121923,24,2,0,ENST00000306320,0,ENSG00000154153,,
1,222815022,222837384,+,ENSG00000154309,ENST00000450784,DISP1,protein_coding_CDS_not_defined,543,3,,,0.681489,0,0,0.227163,1.509471333,15.04917616,26,2,0,ENST00000675850,0,ENSG00000154309,,
1,228267635,228270121,+,ENSG00000154358,ENST00000663720,OBSCN,retained_intron,2487,6,,,0.079107,0.013828,0.659393,0.250776,0.617620667,40.60356357,28,2,0,ENST00000680850,0,ENSG00000154358,,
10,125757509,125774078,-,ENSG00000154485,ENST00000651977,MMP21,protein_coding,1951,5,733,,0,0.248856,0,0.082952,0.082952,100,4,1,1,ENST00000368808,0,ENSG00000154485,,
3,12484421,12505766,+,ENSG00000154743,ENST00000679537,TSEN2,retained_intron,2913,4,,,0.865271,0,0,0.288423667,0.288423667,100,57,1,0,ENST00000284995,0,ENSG00000154743,,
18,50282342,50287839,-,ENSG00000154832,ENST00000673786,CXXC1,protein_coding,2423,4,1944,,5.342466,5.466951,10.875964,7.228460333,15.52727433,46.55331115,18,2,0,ENST00000285106,0,ENSG00000154832,,
18,10670247,10677267,-,ENSG00000154864,ENST00000691469,PIEZO2,retained_intron,3763,4,,,0,0,0.583669,0.194556333,0.194556333,100,21,1,0,ENST00000674853,0,ENSG00000154864,,
2,124025287,124921219,+,ENSG00000155052,ENST00000682447,CNTNAP5,protein_coding,11219,4,3924,,0,0,1.683759,0.561253,0.561253,100,4,1,1,ENST00000682447,1,ENSG00000155052,,
10,97737128,97760895,+,ENSG00000155256,ENST00000684270,ZFYVE27,protein_coding,3026,4,1236,,0,0,14.785052,4.928350667,11.620687,42.41014896,12,2,0,ENST00000684270,1,ENSG00000155256,,
10,99610522,99622793,-,ENSG00000155287,ENST00000700251,SLC25A28,protein_coding,1255,4,798,,5.474614,8.482879,0,4.652497667,22.60795967,20.57902498,10,3,0,ENST00000370495,0,ENSG00000155287,,
10,99610522,99619983,-,ENSG00000155287,ENST00000700248,SLC25A28,protein_coding,1388,4,798,,1.283838,4.303246,0,1.862361333,22.60795967,8.237635597,10,4,0,ENST00000370495,0,ENSG00000155287,,
1,112699405,112700739,+,ENSG00000155363,ENST00000687174,MOV10,retained_intron,1260,4,,,0.28118,0,0,0.093726667,10.40462367,0.90081746,26,2,0,ENST00000369645,0,ENSG00000155363,,
7,134127340,134211727,+,ENSG00000155530,ENST00000695542,LRGUK,protein_coding,4895,4,3396,,0.501792,0.383412,0,0.295068,3.404926,8.665915206,5,2,0,ENST00000285928,0,ENSG00000155530,,
7,149003045,149028505,-,ENSG00000155660,ENST00000652332,PDIA4,protein_coding,2767,2,1938,,48.897911,56.168324,25.287937,43.45139067,45.83676033,94.7959462,4,1,1,ENST00000652332,1,ENSG00000155660,,
2,200973718,201071671,-,ENSG00000155744,ENST00000681958,HYCC2,protein_coding,9503,4,1761,,0,3.282532,0,1.094177333,1.836813,59.5693374,12,1,1,ENST00000681958,1,ENSG00000155744,,
1,240208577,240241160,+,ENSG00000155816,ENST00000679725,FMN2,protein_coding_CDS_not_defined,1823,4,,,0.318867,0,0,0.106289,2.701067333,3.935074061,18,2,0,ENST00000319653,0,ENSG00000155816,,
5,149960758,149979977,+,ENSG00000155850,ENST00000690410,SLC26A2,retained_intron,2557,4,,,0.526419,0,0,0.175473,2.812452333,6.239145742,4,2,0,ENST00000286298,0,ENSG00000155850,,
6,151444970,151452074,-,ENSG00000155906,ENST00000643564,RMND1,retained_intron,915,8,,,1.428813,0,0,0.476271,1.547839333,30.77005408,26,2,0,ENST00000444024,0,ENSG00000155906,,
6,151404901,151452155,-,ENSG00000155906,ENST00000646926,RMND1,nonsense_mediated_decay,1773,2,975,,0,0,0.460999,0.153666333,1.547839333,9.927796124,26,3,0,ENST00000444024,0,ENSG00000155906,,
12,66347663,66646104,-,ENSG00000155974,ENST00000696989,GRIP1,protein_coding,5052,4,3411,,1.547622,1.772391,0,1.106671,1.106671,100,20,1,1,ENST00000359742,0,ENSG00000155974,,
10,73320319,73358745,-,ENSG00000156042,ENST00000691223,CFAP70,protein_coding_CDS_not_defined,1361,4,,,0,0.616077,0,0.205359,5.4262,3.784582212,10,3,0,ENST00000355577,0,ENSG00000156042,,
14,73932996,73950414,-,ENSG00000156050,ENST00000651776,FAM161B,protein_coding,3592,3,2133,,10.403703,10.206219,0.892583,7.167501667,8.283652,86.52586645,3,1,1,ENST00000286544,0,ENSG00000156050,,
1,110059870,110070672,-,ENSG00000156150,ENST00000647563,ALX3,protein_coding,1955,2,1032,,0.151439,0,0,0.050479667,0.050479667,100,2,1,1,ENST00000647563,1,ENSG00000156150,,
8,94950037,94951396,+,ENSG00000156170,ENST00000523905,NDUFAF6,protein_coding_CDS_not_defined,709,20,,,0,1.210633,0,0.403544333,4.240120667,9.517284178,33,2,0,ENST00000396124,0,ENSG00000156170,,
4,77605820,77611834,+,ENSG00000156234,ENST00000682537,CXCL13,protein_coding,1171,4,330,,0.458562,0.160896,0,0.206486,0.206486,100,3,1,1,ENST00000682537,1,ENSG00000156234,,
X,38269163,38327509,-,ENSG00000156313,ENST00000642395,RPGR,protein_coding,3053,6,2448,,8.175829,5.52801,0,4.567946333,5.121696,89.18815825,19,1,1,ENST00000645032,0,ENSG00000156313,,
X,38286687,38327509,-,ENSG00000156313,ENST00000645032,RPGR,protein_coding,4733,2,3459,,0,0,0.577768,0.192589333,5.121696,3.760264829,19,3,0,ENST00000645032,1,ENSG00000156313,,
X,134796398,134810975,+,ENSG00000156500,ENST00000645288,PABIR3,protein_coding,2157,2,405,,0,0.698575,0,0.232858333,0.232858333,100,19,1,1,ENST00000645433,0,ENSG00000156500,,
6,73517515,73520214,-,ENSG00000156508,ENST00000678508,EEF1A1,protein_coding,1778,4,1389,,225.177307,261.467194,0,162.2148337,564.6731857,28.72720678,23,2,0,ENST00000309268,0,ENSG00000156508,,
6,73517515,73525587,-,ENSG00000156508,ENST00000678702,EEF1A1,protein_coding,1821,4,1389,,55.284267,50.674587,0,35.319618,564.6731857,6.254877847,23,3,0,ENST00000309268,0,ENSG00000156508,,
6,73517515,73521032,-,ENSG00000156508,ENST00000678703,EEF1A1,protein_coding,1731,4,1380,,24.366381,27.411085,15.626214,22.46789333,564.6731857,3.978919825,23,4,0,ENST00000309268,0,ENSG00000156508,,
6,73517519,73523837,-,ENSG00000156508,ENST00000677236,EEF1A1,protein_coding,1823,4,1389,,0,25.859882,0,8.619960667,564.6731857,1.526539755,23,6,0,ENST00000309268,0,ENSG00000156508,,
6,73517515,73520985,-,ENSG00000156508,ENST00000676710,EEF1A1,protein_coding,1790,4,1389,,4.36587,20.941116,0,8.435662,564.6731857,1.493901643,23,7,0,ENST00000309268,0,ENSG00000156508,,
6,73517515,73521032,-,ENSG00000156508,ENST00000678515,EEF1A1,protein_coding,1842,4,1302,,2.684109,2.151424,0.322327,1.719286667,564.6731857,0.304474643,23,8,0,ENST00000309268,0,ENSG00000156508,,
6,73517515,73518811,-,ENSG00000156508,ENST00000679031,EEF1A1,retained_intron,1206,4,,,0,0.578304,0,0.192768,564.6731857,0.034137977,23,11,0,ENST00000309268,0,ENSG00000156508,,
X,134373290,134397098,+,ENSG00000156531,ENST00000685047,PHF6,protein_coding,3790,4,471,,0.911364,0,0,0.303788,6.793357333,4.471838961,12,3,0,ENST00000370803,0,ENSG00000156531,,
X,134373320,134428768,+,ENSG00000156531,ENST00000688598,PHF6,protein_coding,4614,4,996,,0,0.421503,0,0.140501,6.793357333,2.068211535,12,4,0,ENST00000370803,0,ENSG00000156531,,
10,74825558,75022137,+,ENSG00000156650,ENST00000648899,KAT6B,protein_coding,2847,7,2402,,2.627373,3.930825,0,2.186066,4.237696333,51.58618806,41,1,1,ENST00000287239,0,ENSG00000156650,,
10,74826580,74962584,+,ENSG00000156650,ENST00000649442,KAT6B,protein_coding,3770,7,780,,0.557945,0,0,0.185981667,4.237696333,4.388744545,41,3,0,ENST00000287239,0,ENSG00000156650,,
10,75111511,75182123,+,ENSG00000156671,ENST00000671730,SAMD8,protein_coding,6906,2,1437,,9.702743,12.680862,11.279385,11.22099667,11.22099667,100,6,1,1,ENST00000542569,0,ENSG00000156671,,
X,130129384,130158526,-,ENSG00000156709,ENST00000676048,AIFM1,retained_intron,5137,4,,,0,0,0.70993,0.236643333,15.099671,1.567208539,31,2,0,ENST00000287295,0,ENSG00000156709,,
X,130129362,130165745,-,ENSG00000156709,ENST00000675427,AIFM1,protein_coding,2123,4,1839,,0.486878,0,0,0.162292667,15.099671,1.07480929,31,3,0,ENST00000287295,0,ENSG00000156709,,
X,130129362,130165738,-,ENSG00000156709,ENST00000675857,AIFM1,protein_coding,2113,4,1836,,0.433428,0,0,0.144476,15.099671,0.956815549,31,4,0,ENST00000287295,0,ENSG00000156709,,
X,130129397,130132733,-,ENSG00000156709,ENST00000674591,AIFM1,retained_intron,1485,4,,,0,0.315467,0,0.105155667,15.099671,0.696410317,31,5,0,ENST00000287295,0,ENSG00000156709,,
8,123416774,123470028,+,ENSG00000156795,ENST00000650311,NTAQ1,protein_coding,3502,2,444,,0,0,0.270671,0.090223667,0.090223667,100,10,1,1,ENST00000287387,0,ENSG00000156795,,
3,9731729,9748001,+,ENSG00000156983,ENST00000683743,BRPF1,protein_coding,4698,4,3645,,11.944926,0,7.455243,6.466723,10.385798,62.26505657,23,1,1,ENST00000383829,0,ENSG00000156983,,
3,9731754,9747999,+,ENSG00000156983,ENST00000684206,BRPF1,protein_coding,4402,4,3357,,0,1.790051,0,0.596683667,10.385798,5.745188445,23,3,0,ENST00000383829,0,ENSG00000156983,,
3,10324023,10505586,-,ENSG00000157087,ENST00000644807,ATP2B2,protein_coding,9056,2,3465,,0,0,30.344891,10.11496367,10.39534667,97.30280279,14,1,1,ENST00000360273,0,ENSG00000157087,,
3,10992728,11039247,+,ENSG00000157103,ENST00000642767,SLC6A1,protein_coding,4437,18,1800,,1.529544,2.441037,27.858946,10.60984233,29.607605,35.83485504,42,2,0,ENST00000287766,0,ENSG00000157103,,
3,11017380,11029832,+,ENSG00000157103,ENST00000645598,SLC6A1,retained_intron,2008,2,,,0.139716,0,0.940858,0.360191333,29.607605,1.21655005,42,3,0,ENST00000287766,0,ENSG00000157103,,
3,10992754,11029948,+,ENSG00000157103,ENST00000642831,SLC6A1,retained_intron,2310,18,,,0,0,0.364046,0.121348667,29.607605,0.409856409,42,4,0,ENST00000287766,0,ENSG00000157103,,
8,32548267,32728623,+,ENSG00000157168,ENST00000651807,NRG1,retained_intron,1614,3,,,0.278762,0,0,0.092920667,0.577227333,16.09775929,36,2,0,ENST00000405005,0,ENSG00000157168,,
8,32548311,32743224,+,ENSG00000157168,ENST00000650967,NRG1,protein_coding,1480,2,624,,0.272964,0,0,0.090988,0.577227333,15.76294031,36,3,0,ENST00000405005,0,ENSG00000157168,,
7,92447482,92457119,+,ENSG00000157259,ENST00000645746,GATAD1,nonsense_mediated_decay,1716,2,531,,0,0.58157,0,0.193856667,2.90871,6.664695575,5,3,0,ENST00000287957,0,ENSG00000157259,,
4,54735322,54740711,+,ENSG00000157404,ENST00000684818,KIT,retained_intron,3777,4,,,0,0,5.716865,1.905621667,10.37395133,18.36929445,24,2,0,ENST00000288135,0,ENSG00000157404,,
3,57227726,57278105,+,ENSG00000157500,ENST00000650354,APPL1,nonsense_mediated_decay,2821,2,2130,,0,4.551694,0,1.517231333,8.612584667,17.61644607,9,2,0,ENST00000288266,0,ENSG00000157500,,
X,107713221,107759686,-,ENSG00000157514,ENST00000688924,TSC22D3,protein_coding,1772,4,474,,0.207203,0,0,0.069067667,69.04760733,0.100029051,18,6,0,ENST00000372383,0,ENSG00000157514,,
21,37366934,37515172,+,ENSG00000157540,ENST00000647504,DYRK1A,protein_coding,5591,2,2178,,0,0,8.765933,2.921977667,4.033664,72.43978841,23,1,1,ENST00000647188,0,ENSG00000157540,,
21,37488785,37512559,+,ENSG00000157540,ENST00000646224,DYRK1A,protein_coding_CDS_not_defined,1735,2,,,0.990106,1.822645,0,0.937583667,4.033664,23.24397041,23,2,0,ENST00000647188,0,ENSG00000157540,,
21,41426239,41442155,+,ENSG00000157601,ENST00000679528,MX1,retained_intron,1402,4,,,0.151617,0,0,0.050539,5.063507667,0.998102567,48,2,0,ENST00000398598,0,ENSG00000157601,,
7,140732483,140924929,-,ENSG00000157764,ENST00000646891,BRAF,protein_coding,6459,2,2301,,0,5.602913,0,1.867637667,4.094252333,45.61608603,21,1,1,ENST00000646891,1,ENSG00000157764,,
7,140833969,140836233,-,ENSG00000157764,ENST00000646427,BRAF,retained_intron,2265,2,,,0.602733,0.77058,0,0.457771,4.094252333,11.1808204,21,3,0,ENST00000646891,0,ENSG00000157764,,
9,95238590,95317715,-,ENSG00000158169,ENST00000696262,FANCC,protein_coding,2672,4,357,,2.170353,0,0,0.723451,4.674835,15.47543389,25,3,0,ENST00000289081,0,ENSG00000158169,,
X,120602244,120604074,-,ENSG00000158290,ENST00000681148,CUL4B,protein_coding_CDS_not_defined,308,4,,,0,0.174771,0,0.058257,16.45650533,0.354005901,40,4,0,ENST00000371322,0,ENSG00000158290,,
7,69967464,70134571,+,ENSG00000158321,ENST00000664521,AUTS2,protein_coding,479,6,186,,0.813922,1.085706,0,0.633209333,0.633209333,100,35,1,1,ENST00000342771,0,ENSG00000158321,,
X,55009055,55030977,-,ENSG00000158578,ENST00000650242,ALAS2,protein_coding,1940,2,1764,,0,0,0.074881,0.024960333,0.024960333,100,9,1,1,ENST00000650242,1,ENSG00000158578,,
1,204403665,204411830,-,ENSG00000158615,ENST00000690849,PPP1R15B,nonsense_mediated_decay,4497,4,1362,,0.126877,0,0,0.042292333,8.234359,0.513608082,5,2,0,ENST00000367188,0,ENSG00000158615,,
6,28384738,28399747,-,ENSG00000158691,ENST00000684592,ZSCAN12,protein_coding,7711,4,1836,,0.678246,0.740775,0.380702,0.599907667,0.599907667,100,3,1,1,ENST00000684592,1,ENSG00000158691,,
1,161202349,161214395,+,ENSG00000158864,ENST00000676972,NDUFS2,protein_coding,1613,4,1392,,47.851135,53.762745,74.061707,58.558529,58.558529,100,90,1,1,ENST00000676972,1,ENSG00000158864,,
1,161304735,161309968,-,ENSG00000158887,ENST00000674861,MPZ,retained_intron,1951,4,,,0.280293,0,0,0.093431,0.093431,100,9,1,0,ENST00000533357,0,ENSG00000158887,,
1,64470129,64693053,+,ENSG00000158966,ENST00000651257,CACHD1,protein_coding,5933,2,3825,,1.694013,1.799333,2.795227,2.096191,2.096191,100,6,1,1,ENST00000651257,1,ENSG00000158966,,
1,28914626,29065950,+,ENSG00000159023,ENST00000645184,EPB41,protein_coding,2964,2,2043,,0,0,1.662682,0.554227333,7.488977667,7.40057399,40,2,1,ENST00000343067,0,ENSG00000159023,,
11,78100932,78125082,-,ENSG00000159063,ENST00000681853,ALG8,retained_intron,2293,4,,,0.177377,0.175304,0.2993,0.217327,32.25236733,0.673832707,62,5,0,ENST00000299626,0,ENSG00000159063,,
11,78100932,78139624,-,ENSG00000159063,ENST00000679697,ALG8,nonsense_mediated_decay,1355,4,942,,0.309589,0.334776,0,0.214788333,32.25236733,0.665961451,62,6,0,ENST00000299626,0,ENSG00000159063,,
11,78100932,78128267,-,ENSG00000159063,ENST00000679581,ALG8,retained_intron,2301,4,,,0.455005,0,0,0.151668333,32.25236733,0.470254886,62,8,0,ENST00000299626,0,ENSG00000159063,,
21,32628763,32727921,-,ENSG00000159082,ENST00000674204,SYNJ1,protein_coding,7085,4,3936,,0,0,10.551085,3.517028333,4.816734333,73.0168635,14,1,1,ENST00000674351,0,ENSG00000159082,,
21,36748626,36966669,-,ENSG00000159267,ENST00000674895,HLCS,protein_coding,8273,4,2622,,0,0,5.788172,1.929390667,1.929390667,100,9,1,1,ENST00000674895,1,ENSG00000159267,,
17,45393898,45397194,-,ENSG00000159314,ENST00000703659,ARHGAP27,retained_intron,2534,5,,,3.813263,0,0,1.271087667,1.313147,96.79705826,25,1,0,ENST00000685559,0,ENSG00000159314,,
12,7080205,7092445,-,ENSG00000159403,ENST00000647956,C1R,protein_coding,2488,2,2118,,45.214977,50.608856,0,31.94127767,32.26868333,98.98537643,16,1,1,ENST00000647956,1,ENSG00000159403,,
1,46694069,46719146,-,ENSG00000159658,ENST00000674302,EFCAB14,retained_intron,4120,4,,,1.516766,2.093088,0,1.203284667,30.587642,3.933891559,14,2,0,ENST00000371933,0,ENSG00000159658,,
4,1211445,1243465,-,ENSG00000159692,ENST00000703163,CTBP1,protein_coding,4077,5,1290,,4.848277,2.486131,15.459879,7.598095667,11.15913,68.08860249,23,1,1,ENST00000382952,0,ENSG00000159692,,
9,35791388,35809718,+,ENSG00000159899,ENST00000686159,NPR2,protein_coding_CDS_not_defined,3456,4,,,0,0.897806,0,0.299268667,0.299268667,100,27,1,0,ENST00000342694,0,ENSG00000159899,,
19,44259880,44275317,+,ENSG00000159915,ENST00000683810,ZNF233,protein_coding,2757,4,2013,,22.160578,18.47522,1.597648,14.07781533,14.42965333,97.56170164,6,1,1,ENST00000683810,1,ENSG00000159915,,
19,44286348,44305025,-,ENSG00000159917,ENST00000650576,ZNF235,protein_coding,3162,2,2205,,0.873829,0,0,0.291276333,2.536465667,11.48355119,7,2,0,ENST00000291182,0,ENSG00000159917,,
9,36214441,36258448,-,ENSG00000159921,ENST00000642385,GNE,protein_coding,5263,6,2169,,1.591315,1.549796,2.317246,1.819452333,1.819452333,100,6,1,1,ENST00000642385,1,ENSG00000159921,,
